hap_id	donor	cohort	source_type	panel_flags	c4_annotated_copies	cyp21_like_loci	tnx_like_loci	whr1_like_loci	same_contig	span_contig	span_start0	span_end0	balanced_module_components	screen_signature	signature_id	classification	limitation
HIFI032585D#1	HIFI032585D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	3	3	3	3	1	HIFI032585D#1#h1tg000015l_0_0:608714-5788197_rc	3551884	3716480	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-e92677dc4f8b8aff	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032585D#2	HIFI032585D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032585D#2#h2tg000251l_0_0:608786-5272448_rc	3061933	3193823	1	WHR1-like+|C4BL+|CYP21A2-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c23deea26722f529	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032586D#1	HIFI032586D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032586D#1#h1tg000082l_0_0:608380-5862391_rc	3551944	3683708	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032586D#2	HIFI032586D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source	2	2	2	2	1	HIFI032586D#2#h2tg000068l_0_0:610961-5682003_rc	3556815	3688610	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032591D#1	HIFI032591D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032591D#1#h1tg000008l_0_0:304261-5535645	3544994	3676796	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032591D#2	HIFI032591D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032591D#2#h2tg000191l_0_0:608144-5628514_rc	3500770	3638944	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032604D#1	HIFI032604D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032604D#1#h1tg000033l_0_0:608804-5838950_rc	3541782	3673578	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032604D#2	HIFI032604D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032604D#2#h2tg000003l_0_0:608544-5741103_rc	3558531	3690335	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032607D#1	HIFI032607D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032607D#1#h1tg000001l_0_0:304265-5604718	3612262	3744047	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032607D#2	HIFI032607D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	1	1	1	1	1	HIFI032607D#2#h2tg000007l_0_0:611122-5743055_rc	3561360	3666766	1	WHR1-like+|C4AL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-80c1563b57f16898	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032662D#1	HIFI032662D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032662D#1#h1tg000154l_0_0:610481-5807545_rc	3615510	3753653	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032662D#2	HIFI032662D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032662D#2#h2tg000203l_0_0:478869-5255088_rc	3256181	3394326	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032668D#1	HIFI032668D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032668D#1#h1tg000009l_0_0:611120-5919133_rc	3619961	3751771	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032668D#2	HIFI032668D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032668D#2#h2tg000066l_0_0:608094-5719634_rc	3503013	3641186	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032682D#1	HIFI032682D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032682D#1#h1tg000013l_0_0:608436-5749936_rc	3560472	3698624	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032682D#2	HIFI032682D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032682D#2#h2tg000065l_0_0:608744-5741883_rc	3554207	3686014	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-005a3eadf9cf15cd	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032685D#1	HIFI032685D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	3	3	3	3	1	HIFI032685D#1#h1tg000048l_0_0:302205-5467452	3557943	3722483	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-f3965b9e0fe6783a	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032685D#2	HIFI032685D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032685D#2#h2tg000153l_0_0:301738-5322457	3504480	3636295	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032692D#1	HIFI032692D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	3	3	3	3	1	HIFI032692D#1#h1tg000123l_0_0:303312-5470118	3552892	3723793	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-ca928f07d032036f	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032692D#2	HIFI032692D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	HIFI032692D#2#h2tg000020l_0_0:304295-5612497	3612620	3744401	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032693D#1	HIFI032693D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032693D#1#h1tg000062l_0_0:608433-5733453_rc	3550409	3682206	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032693D#2	HIFI032693D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032693D#2#h2tg000033l_0_0:607815-5813555_rc	3626372	3764525	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032698D#1	HIFI032698D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032698D#1#h1tg000101l_0_0:610392-3981084_rc	1791504	1923322	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032698D#2	HIFI032698D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032698D#2#h2tg000030l_0_0:608806-5742659_rc	3548315	3686459	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032706D#1	HIFI032706D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032706D#1#h1tg000016l_0_0:611062-5619397_rc	3500790	3626236	1	WHR1-like+|C4AS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-3d82c5351ccfb664	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032706D#2	HIFI032706D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032706D#2#h2tg000095l_0_0:607465-5690513_rc	3552249	3684035	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032711D#1	HIFI032711D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032711D#1#h1tg000033l_0_0:609337-5753811_rc	3561523	3699753	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032711D#2	HIFI032711D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	3	3	3	3	1	HIFI032711D#2#h2tg000080l_0_0:611264-5763252_rc	3546471	3711004	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-f3965b9e0fe6783a	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032731D#1	HIFI032731D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss	2	2	2	2	1	HIFI032731D#1#h1tg000273l_0_0:606929-5771846_rc	3561193	3692958	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
HIFI032731D#2	HIFI032731D	CPC-Chinese	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;DR_DQ_candidate_novel_annotation	3	3	3	3	1	HIFI032731D#2#h2tg000012l_0_0:303976-5468014	3557798	3722336	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-f3965b9e0fe6783a	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KOREF1#1	KOREF1	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	KOREF1#1#chr6_85671:28288069-33527843	3552165	3683973	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KOREF1#2	KOREF1	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	KOREF1#2#chr6_93216:28299861-33486856	3608882	3740671	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KOREF2#1	KOREF2	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	2	2	2	2	1	KOREF2#1#Unplaced_h1tg000017l_2237953:24965590-30159345_rc	3615649	3747444	1	WHR1-like+|C4BL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-005a3eadf9cf15cd	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KOREF2#2	KOREF2	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	KOREF2#2#Unplaced_h2tg000026l_88481:28271060-33401074	3552621	3690797	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KPanRef-071#1	KPanRef-071	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss	2	2	2	2	1	KPanRef-071#1#Unplaced_h1tg000003l_114042770:24917513-29983750_rc	3552398	3684197	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KPanRef-071#2	KPanRef-071	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	KPanRef-071#2#Unplaced_h2tg000014l_93768:28304957-33536275	3622762	3760932	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-c91a117646c15232	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KPanRef-072#1	KPanRef-072	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	KPanRef-072#1#Unplaced_h1tg000009l_150514:28287169-33594415	3613054	3744838	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KPanRef-072#2	KPanRef-072	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	KPanRef-072#2#Unplaced_h2tg000010l_88675:28260606-33499306	3551150	3682954	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KPanRef-073#1	KPanRef-073	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source	2	2	2	2	1	KPanRef-073#1#Unplaced_h1tg000024l_134765:28276974-33409736	3542344	3674135	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-b8ca310d36f0396c	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KPanRef-073#2	KPanRef-073	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	3	3	3	3	1	KPanRef-073#2#Unplaced_h2tg000022l_97593:28283212-33436845	3550761	3715358	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BL+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-e92677dc4f8b8aff	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KPanRef-074#1	KPanRef-074	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	KPanRef-074#1#Unplaced_h1tg000001l_114533789:24969372-30048015_rc	3502681	3634477	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4AS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-b8ca310d36f0396c	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
KPanRef-074#2	KPanRef-074	KPanRef-Korean	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation	2	2	2	2	1	KPanRef-074#2#Unplaced_h2tg000011l_115279241:24957451-30204750_rc	3545433	3677226	1	WHR1-like+|C4AL+|CYP21A1P-like+|TNXA-like-|WHR1B-like+|C4BS+|CYP21A2-like+|TNXB-like-	RCCX-SCREEN-08dc6d3cd5c804e4	component_counts_consistent	Nearest prototype is not functional gene identity; no fusion or gene-conversion classification; C4 annotation inherited
